Movie,Article Date,Article Title,Article Description,Topics,Open Coding,Annotation,Annotation,Names,,,,,Open Coding,,,,,,,,Movie
The Holdovers,2023-10-27T21:06:55Z,Can Paul Giamatti Finally Get Nominated for Best Actor?,Paul Giamatti’s reunion with director Alexander Payne on ‘The Holdovers’ offers the Academy the chance to make up for snubbing him in Best Actor for ‘Sideways’ in 2005.,Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
The Holdovers,2023-10-30T17:56:26Z,‘The Holdovers’ is Payne’s paean to all the lonely people,"Paul Giamatti, Dominic Sessa, and Da’Vine Joy Randolph shine in this story of three shipwrecked souls at a Western Mass. prep school.",Story Telling,,Story Telling,Story Telling,,,,,,,,,,,,,,
The Holdovers,2023-11-02T14:58:19Z,"How do you travel back to 1970s Massachusetts in the movies? Location, location, location.","Location manager Kai Quinlan helped make the Bay State a star in Alexander Payne’s new film, ""The Holdovers.""",Production,,Production,Production,,,,,,,,,,,,,,
The Holdovers,2023-11-14T17:00:19Z,MCU Drafters Take a Marv-‘L’,"An update in the Movies Fantasy League standings include box office implications from ‘The Marvels’ and ‘The Holdovers,’ plus, a deep dive into a very special mini-league: AllOfUsGarys!",Comparison,,Comparison,Comparison,,,,,,,,,,,,,,
The Holdovers,2023-10-30T04:05:55Z,‘Sideways’ team reunites for ‘The Holdovers’,"It took 10 years but with “The Holdovers,” Paul Giamatti and director Alexander Payne reunite for the first time since the Oscar-winning “Sideways.”",Production,,Production,Production,,,,,,,,,,,,,,
The Holdovers,2023-10-27T08:55:45Z,The Holdovers is a Revelation,"You heard me. The Holdovers is perfect. It’s perfect. The film opens in a limited release on October 27th and nationwide on November 10th. It is my hope that as many people as possible go to see it—not merely for the film’s success, but because of how wonderf…",Review,,Review,Review,,,,,,,,,,,,,,
The Holdovers,2023-10-18T15:20:00Z,MOVIES: LFF 2023 - The Holdovers - Review,,Review,,Review,Review,,,,,,,,,,,,,,
The Holdovers,2023-11-06T13:00:00Z,Da'Vine Joy Randolph is an Oscar frontrunner for 'The Holdovers',"She joins Paul Giamatti and Dominic Sessa in the bittersweet, 1970-set film.",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
The Holdovers,2023-10-28T17:12:00Z,‘The Holdovers’ Review: A Very Medicated Christmas,"The Holdovers tells the story of faculty, staff and students held over the winter break at a New England boarding school. If there’s one thing ... Read More",Review,,Review,Review,,,,,,,,,,,,,,
The Holdovers,2023-11-06T22:00:00Z,‘The Holdovers’ Director Alexander Payne’s ‘Sideways’ Reunion With Paul Giamatti Was 20 Years in the Making,"The Oscar-winning filmmaker tells TheWrap the role of a curmudgeonly history professor was written for the “Billions” actor before he even signed on
The post ‘The Holdovers’ Director Alexander Payne’s ‘Sideways’ Reunion With Paul Giamatti Was 20 Years in the …",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
The Holdovers,2023-11-06T21:48:33Z,What to watch: ‘The Holdovers’ could be a new holiday classic,Is it possible that there’s a new classic holiday film dropping down our chimneys?,Review,,Review,Review,,,,,,,,,,,,,,
The Holdovers,2023-11-03T23:34:25Z,"Win A Trip To Boston- $2,000 Check & More!","Focus Features is celebrating the release of the movie The Holdover by giving away a trip to Boston, Massachusetts! The prize includes a check for $2,000 to use towards travel and accommodations in Boston, a signed The Holdovers movie poster and more! It’s be…",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
The Holdovers,2023-10-16T17:36:00Z,Alexander Payne Says He’s Developing An Untitled Western With ‘The Holdovers’ Screenwriter David Hemingson,"Filmmaker Alexander Payne (“Sideways,” “The Descendants,”) recently held a Q&A session during the Lumière Film Festival in Lyon, France (via Variety), with Los Angeles-based French film journalist Didier Allouch overseeing that conversation. Payne gave the Fr…",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
The Holdovers,2023-10-26T18:57:03Z,‘The Holdovers’: A Quiet Miracle Full Of Humor and Heartbreak,Director Alexander Payne's latest collaboration with Paul Giamatti is one of the most acute representations of how sadness functions in everyday life that you are ever likely to witness.,Review,,Review,Review,,,,,,,,,,,,,,
The Holdovers,2023-10-18T22:37:27Z,Alexander Payne reunites with the ‘brilliant’ Paul Giamatti for ‘The Holdovers’,"Paul Giamatti is playing a professor stuck with misfit students in Alexander Payne's new movie ""The Holdovers.""",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
The Holdovers,2023-10-23T17:18:36Z,Director Alexander Payne Says Today’s Movies Are Too Long,The Holdovers director Alexander Payne said that he too is frustrated by bloated movie run times. Payne made the comment at the Middleburg Film Festival ... Read More,Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
The Holdovers,2023-11-10T11:00:00Z,"The Holdovers Is Tender, Triumphant, and Incorrigibly Corny","It may not be the future of filmmaking, but for two hours at least, the past has rarely felt more present.",Review,,Review,Review,,,,,,,,,,,,,,
The Holdovers,2023-11-02T15:35:35Z,Alexander Payne Recommends 5 Films For Alamo Drafthouse’s ‘Guest Selects’ Series [Exclusive],"In celebration of “The Holdovers” hitting theaters this weekend, Alexander Payne teamed up with Alamo Drafthouse for a special “Guest Selects” conversation. In the video (which you can watch below), Payne gives five film recommendations when people ask him wh…",Comparison,,Comparison,Comparison,,,,,,,,,,,,,,
The Holdovers,2023-10-27T18:38:23Z,‘The Holdovers’,"“Hi, I’m Alexander Payne. I directed ‘The Holdovers.’” I thought Barton Men don’t lie. Don’t get me wrong, that was fun. But you just lied through your teeth. “The story is basically about a bunch of students at an all-boys prep school in New England who have…",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
The Holdovers,2023-11-01T13:14:39Z,"‘The Holdovers’: David Hemingson On Writing For Paul Giamatti, Channelling His Boarding School Experiences & More","After 25 years of writing in Hollywood, David Hemingson is having a moment. A writer and producer on television shows such as “Just Shoot Me!,” “American Dad,” the cult favorite “Don’t Trust the B—- in Apt. 23,” and, “Whiskey Cavalier,” Hemingson is looking a…",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
The Holdovers,2023-10-25T15:56:15Z,Alexander Payne Wants Shorter Runtimes For Feature Films: “There Are Too Many Damn Long Movies These Days”,"Regarding movie runtimes, Alexander Payne apparently likes short and lean and “sharklike” in their efficiency. IndieWire reports that the director of “The Holdovers” had some choice words about inflated runtimes of recent film releases at the Middleburg Film …",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
Indiana Jones and the Dial of Destiny,2023-11-01T20:15:00Z,Indiana Jones and the Dial of Destiny Whips Onto Disney+ in One Month,"You’ve got one month left to wait if you’ve been holding out to see Indiana Jones and the Dial of Destiny on Disney+. The streamer has announced that Harrison Ford’s final turn as the history-loving hero arrives December 1, and it won’t be alone: a feature-le…",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
Indiana Jones and the Dial of Destiny,2023-11-01T18:43:00Z,Indiana Jones And The Dial Of Destiny Comes To Disney Plus In December Alongside New Documentary,Lucasfilm has announced that Indiana Jones and the Dial of Destiny is coming to Disney+ pretty soon. The action-adventure movie featuring Harrison Ford in what could be his final outing as Indiana Jones is coming to the streaming service on December 1.Not onl…,Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
Indiana Jones and the Dial of Destiny,2023-11-01T18:40:58Z,Indiana Jones and the Dial of Destiny Disney+ Release Date Set,"Disney and Lucasfilm have set the Indiana Jones and the Dial of Destiny Disney+ release date for Harrison Ford’s final Indiana Jones movie. It’s been announced that Indiana Jones and the Dial of Destiny will be arriving on Disney+ on Friday, December 1 — just…",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
Indiana Jones and the Dial of Destiny,2023-11-02T10:16:04Z,Indiana Jones 5's unusual Disney Plus release schedule doesn't make any sense,Indiana Jones and the Dial of Destiny will arrive on Disney Plus in December – but on curiously different dates for the US and UK.,Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
Indiana Jones and the Dial of Destiny,2023-11-01T18:07:42Z,‘Indiana Jones & The Dial Of Destiny’ Sets Holiday Season Disney+ Premiere Date,"The final Indiana Jones movie with Harrison Ford in the saddle, Indiana Jones and the Dial of Destiny, will hit Disney+ on Friday, Dec. 1. That’s a pretty long theatrical window for the movie, which hit theaters on June 30, the movie landing in Disney+ homes …",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
Indiana Jones and the Dial of Destiny,2023-11-02T14:12:37Z,Kelly Reilly & David Strathairn Among Cast Set To Join Samuel L. Jackson & Boyd Holbrook In Prison Drama ‘Last Meals’; Filming To Begin This Month With Director Kenny Leon — AFM,"EXCLUSIVE: Yellowstone star Kelly Reilly and Oscar nominee David Strathairn (Good Night, And Good Luck) are in final negotiations to join Samuel L. Jackson (Pulp Fiction) and Boyd Holbrook (Indiana Jones and the Dial of Destiny) in Last Meals. Theo Rossi (Son…",Production,,Production,Production,,,,,,,,,,,,,,
Indiana Jones and the Dial of Destiny,2023-11-01T17:13:13Z,Indiana Jones 5 Disney+ Release Date Confirmed,"The Disney Plus release date for James Mangold’s Indiana Jones and the Dial of Destiny has been revealed, and audiences don’t have too long to wait.",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
Indiana Jones and the Dial of Destiny,2023-11-01T19:53:32Z,Indiana Jones and the Dial of Destiny hits Disney+ Canada in December,"Indiana Jones and the Dial of Destiny will premiere on Disney+ worldwide, including in Canada, on December 1st. The Dial of Destiny opened in theatres on June 28th to middling reviews and underwhelming box office earnings. Directed by James Mangold (Logan), t…",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
Indiana Jones and the Dial of Destiny,2023-11-01T18:37:37Z,"How to Stream the Final Indiana Jones Film, Dial of Destiny","Soon it will be time to enjoy Indiana Jones’ truly final crusade from the comfort of your own home. Indiana Jones and the Dial of Destiny, which opened in theaters on June 30 and grossed over $380 million at the global box office, now has a Disney+ release da…",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
Indiana Jones and the Dial of Destiny,2023-11-01T18:32:21Z,‘Indiana Jones and the Dial of Destiny’ to Debut on Disney+ in December 2023,"Disney+ has revealed that “Indiana Jones and the Dial of Destiny,” the fifth film in the series starring Harrison Ford as the archaeologist adventurer, will debut on the streamer in December 2023. The Details Fellow adventurers won’t have to wait too long as …",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
Indiana Jones and the Dial of Destiny,2023-11-01T19:02:05Z,‘Indiana Jones and the Dial of Destiny’ Hits Disney+ in December,"A documentary on Indy's origins, ""Timeless Heroes,"" will also be released alongside the adventure film
The post ‘Indiana Jones and the Dial of Destiny’ Hits Disney+ in December appeared first on TheWrap.",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
Indiana Jones and the Dial of Destiny,2023-11-01T18:35:31Z,You Can Stream ‘Indiana Jones and the Dial of Destiny’ in Canada on Dec. 1,"Lucasfilm’s “Indiana Jones and the Dial of Destiny,” the concluding chapter of the iconic franchise, is set to stream exclusively on Disney+ Canada starting December 1, 2023. Alongside the film, a feature-length documentary titled “Timeless Heroes” will also …",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
Indiana Jones and the Dial of Destiny,2023-11-11T15:30:00Z,The Walt Disney Company Receives 7 Nominations for the 66th Grammy Awards,"Nominations were unveiled Friday, November 10, 2023, for the 66th Grammy Awards, and The Walt Disney Company and its projects received 7 nominations. Among those soundtracks getting nods were “Indiana Jones and the Dial of Destiny,” Marvel Studios’ “Black Pan…",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
Indiana Jones and the Dial of Destiny,2023-11-01T11:01:00Z,"Lucasfilm's ""Indiana Jones and the Dial of Destiny,"" Starring Harrison Ford and Phoebe Waller-Bridge, to Stream December 1, 2023, Exclusively on Disney+","""Timeless Heroes,"" a feature-length documentary which showcases the creation of the legendary swashbuckler, will debut simultaneously on Disney+.",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
Indiana Jones and the Dial of Destiny,2023-11-01T20:36:20Z,Indiana Jones Gets A Disney+ Docufilm,Disney and Lucasfilm have set a December 1st premiere date for “Indiana Jones and the Dial of Destiny” on the Disney+ service. The date is approximately five months after the film hit cinemas on June 30th. The film opened to mixed reviews and ended up making …,Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
Indiana Jones and the Dial of Destiny,2023-11-01T19:12:23Z,‘Indiana Jones and the Dial of Destiny’ Hits Disney+ in December,"Harrison Ford’s final adventure with the hat and whip, “Indiana Jones and the Dial of Destiny,” will be released Dec. 1 on Disney+, the streaming service said Wednesday. Directed by James Mangold, “Dial of Destiny” sees an aging, isolated Indiana Jones plunge…",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
Indiana Jones and the Dial of Destiny,2023-11-01T19:04:08Z,‘Indiana Jones: Timeless Heroes’ Disney+ Doc Trailer: Spielberg Says “Harrison Ford… Other Actors Can’t Fill Those Shoes”,"The minor news of the day: Lucasfilm’s “Indiana Jones And The Dial Of Destiny” is finally coming to Disney+ on December 1. The final chapter in the Indiana Jones story, ‘Dial Of Destiny’ came out at the end of June and grossed $383.9 million worldwide, but fa…",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
Indiana Jones and the Dial of Destiny,2023-11-02T14:16:22Z,Kelly Reilly & David Strathairn Among Cast Set To Join Samuel L. Jackson & Boyd Holbrook In Prison Drama ‘Last Meals’; Filming To Begin This Month With…,"Yellowstone star Kelly Reilly and Oscar nominee David Strathairn (Good Night, And Good Luck) are in final negotiations to join Samuel L. Jackson (Pulp Fiction) and Boyd Holbrook (Indiana Jones and the Dial of Destiny) in Last Meals. Theo Rossi (Sons of Anarch…",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
Indiana Jones and the Dial of Destiny,2023-11-01T18:18:25Z,‘Indiana Jones & The Dial Of Destiny’ Sets Holiday Season Disney+ Premiere Date,"Phoebe Waller-Bridge and Harrison Ford are hoping to discover big bucks this weekend The final Indiana Jones movie with Harrison Ford in the saddle, Indiana Jones and the Dial of Destiny, will hit Disney+ on Friday, Dec. 1. That’s a pretty long theatrical win…",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
Indiana Jones and the Dial of Destiny,2023-10-25T21:54:09Z,How ‘Extra’ Evolved Past Tabloid History and Became a Trusted Brand Over 30 Years,"When “Extra” interviewed Harrison Ford at his “Indiana Jones and the Dial of Destiny” premiere in June, the show was proceeding as usual: The actor, the reporter, the branded microphone, the cameras. Then suddenly everything changed — “Everything Everywhere A…",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
Indiana Jones and the Dial of Destiny,2023-11-01T03:00:08Z,The Real Reason Killers Of The Flower Moon Flopped At The Box Office,"Learn More The Real Reason Killers Of The Flower Moon Flopped At The Box Office 2023 continues to be a strange, confusing year for box-office expectations. Surefire summer fixtures like DC's ""The Flash"" and Disney's ""Indiana Jones and the Dial of Destiny"" eme…",Economic Aspects,,Economic Aspects,Economic Aspects,,,,,,,,,,,,,,
Indiana Jones and the Dial of Destiny,2023-11-01T20:38:32Z,Indiana Jones and the Dial of Destiny OTT release date on Disney+ announced. Details here,"Disney+ will have ""Indiana Jones and the Dial of Destiny"". The movie will start streaming from December 1.",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
Indiana Jones and the Dial of Destiny,2023-11-01T20:03:13Z,When Will ‘Indiana Jones And The Dial Of Destiny’ Stream On Disney+?,"Lucasfilm



The fifth Indiana Jones movie finally has a release date for Disney+.",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
Beau Is Afraid,2023-10-25T01:34:00Z,Ari Aster wishes more people had decided for themselves if they hated Beau Is Afraid,"Beau Is Afraid failed to become a crossover hit like director Ari Aster’s previous films (Hereditary and Midsommar), and while Aster seems to have always known that that was a possibility—given… everything about Beau Is Afraid—he did note in a recent chat wit…",Economic Aspects,,Economic Aspects,Economic Aspects,,,,,,,,,,,,,,
Beau Is Afraid,2023-10-24T19:14:20Z,Ari Aster Was ‘Disappointed’ by ‘Beau Is Afraid’ Reception,"""When you’re making a film like that, you’re very excited by the idea of dividing people,"" Aster said, ""but then it comes out and it divides people, and then you realize, 'Oh, wait a minute. This is also functioning as a deterrent for people to even go see it…",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
Beau Is Afraid,2023-10-16T22:00:00Z,Martin Scorsese Says Ari Aster’s ‘Midsommar’ and ‘Beau Is Afraid’ Inspired ‘Killers of the Flower Moon’ Pacing,"""Just going a little slower, a little quieter,"" Scorsese said of the over three-hour movie.",Production,,Production,Production,,,,,,,,,,,,,,
Beau Is Afraid,2023-10-24T15:11:24Z,Ari Aster Still Wants You to Consider ‘Beau Is Afraid’,"The writer-director gets frank about the “stunted” release of his polarizing film: “You’re very excited by the idea of dividing people, but then it comes out and you realize, “This is also functioning as a deterrent for people to even go see it.”",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
Beau Is Afraid,2023-10-25T16:31:47Z,Ari Aster Reflects on Beau Is Afraid’s ‘Prophetic’ Ending After Dividing Audiences,"Ari Aster reflects on Beau Is Afraid's ""prophetic"" ending after hearing several different reactions to the Joaquin Phoenix-starring movie.
The post Ari Aster Reflects on Beau Is Afraid’s ‘Prophetic’ Ending After Dividing Audiences appeared first on ComingSoon…",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
Beau Is Afraid,2023-10-25T01:29:17Z,"Ari Aster Disappointed by ""Beau Is Afraid"" Flopping","Ari Aster 'Disappointed' With How Moviegoers Dismissed 'Beau Is Afraid' Upon Release: 'I Buried' Things in There 'That Still Haven’t Been Talked About' https://t.co/9vvtg0S04E

— Variety (@Variety) October 24, 2023 “That’s frustrating because you take the tim…",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
Beau Is Afraid,2023-10-25T15:19:46Z,Aster Talks “Beau Is Afraid” Flopping,"After big success for them with “Hereditary” and “Midsommar,” indie distributor A24 forked over a significant $35 million to allow filmmaker Ari Aster to shoot his third feature “Beau Is Afraid”. Whether it be the polarizing nature of the film, the three-hour…",Economic Aspects,,Economic Aspects,Economic Aspects,,,,,,,,,,,,,,
Beau Is Afraid,2023-11-01T14:10:52Z,Paul Rudd and Jenna Ortega Are Probably Going to Have a Very Bad Weekend in A24’s Death of a Unicorn,"This is a weird one—not that we’d expect anything else from A24 (The Green Knight, Beau is Afraid). The feature film debut of writer-director Alex Scharfman, Death of a Unicorn is about a father and daughter (Paul Rudd and Wednesday’s Jenna Ortega, pictured a…",Comparison,,Comparison,Comparison,,,,,,,,,,,,,,
Beau Is Afraid,2023-10-24T23:21:46Z,Beau is Afraid: Ari Aster was disappointed by reaction to the film but hopes audiences will come to appreciate it,"Beau Is Afraid director Ari Aster was disappointed by the reaction to the film, but hopes audiences will come to appreciate it in future.
The post Beau is Afraid: Ari Aster was disappointed by reaction to the film but hopes audiences will come to appreciate i…",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
Beau Is Afraid,2023-10-18T07:42:01Z,Killers of the Flower Moon inspired by Ari Aster's Horror Films,Martin Scorsese says the pacing of ‘KILLERS OF THE FLOWER MOON’ is inspired by Ari Aster’s films.“I very much like the style & pacing of good horror films like Ari Aster’s ‘Midsommar’ or ‘Beau Is Afraid.’”(Source: https://t.co/IZ8PtNZ36I) pic.twitter.com/MeWf…,Production,,Production,Production,,,,,,,,,,,,,,
Beau Is Afraid,2023-10-25T13:49:00Z,Ari Aster “Disappointed” By Reception To ‘Beau Is Afraid’: “It’s Designed To Be Divisive”,"After “Hereditary” and “Midsommar,” Ari Aster quickly became a young American filmmaker to watch for the horror and A24 crowds. But those fans, and pretty much everything else, didn’t care for Aster’s third feature, “Beau Is Afraid,” which tanked hard at the …",Economic Aspects,,Economic Aspects,Economic Aspects,,,,,,,,,,,,,,
Beau Is Afraid,2023-10-25T18:26:06Z,‘Beau Is Afraid’ Director Ari Aster Wishes Movie Had More Viewers to Polarize,Beau Is Afraid director Ari Aster wishes the movie had more viewers to polarize. The surrealist comedy-horror-tragedy stars Joaquin Phoenix as the titular paranoid character ... Read More,Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
Beau Is Afraid,2023-11-05T20:33:58Z,Ari Aster’s “Eddington” Story Details,"After a critical and commercial smash hit with “Hereditary,” and strong plus solid box-office reviews for “Midsommar,” filmmaker Ari Aster found the third time wasn’t the charm this year with his lengthy and surreal drama “Beau is Afraid”. That film landed mi…",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
Beau Is Afraid,2023-10-24T23:40:07Z,Ari Aster ‘Disappointed’ With How Moviegoers Dismissed ‘Beau Is Afraid’ Upon Release: ‘I Buried’ Things in There ‘That Still Haven’t Been Talked About’,"A24 spent $35 million to bring “Hereditary” and “Midsommar” director Ari Aster‘s third feature, “Beau Is Afraid,” to life on the big screen. The film flopped at the box office with a global gross just over $10 million and became one of the most divisive relea…",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
Beau Is Afraid,2023-10-16T22:34:43Z,"Martin Scorsese Was Writing ‘Flower Moon’ for Two Years When DiCaprio Asked for Script Overhaul, Says ‘Midsommar’ and ‘Beau Is Afraid’ Inspired Pacing: ‘Going a Little Slower’","Martin Scorsese and Leonardo DiCaprio have been quite open in interviews when discussing the massive “Killers of the Flower Moon” script overhaul that took place during the film’s development. In a new interview with The Irish Times, the director revealed tha…",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
Beau Is Afraid,2023-10-17T16:12:56Z,"Martin Scorsese Was Writing ‘Flower Moon’ for Two Years When DiCaprio Asked for Script Overhaul, Says ‘Midsommar’ and ‘Beau Is Afr","Martin Scorsese Was Writing ‘Flower Moon’ for Two Years When DiCaprio Asked for Script Overhaul, Says ‘Midsommar’ and ‘Beau Is Afraid’ Inspired Pacing: ‘Going a Little Slower’Variety Killers of the Flower Moon review – Scorsese's prestige epicLittle White Lie…",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
Blue Beetle,2023-11-17T23:15:00Z,"The Creator, Blue Beetle, Netflix’s Rustin, and every new movie to watch this weekend","Makoto Shinkai’s new fantasy anime comes to Crunchyroll this week, along with the streaming debut of The Creator, Blue Beetle, and more new movies to watch.",Comparison,,Comparison,Comparison,,,,,,,,,,,,,,
Blue Beetle,2023-11-11T01:15:11Z,‘Blue Beetle’ Gets Max Premiere Date,"Warner Bros. Pictures’ Blue Beetle will make its streaming debut on Max next Friday, November 17. The film, directed by Ángel Manuel Soto, stars Xolo Maridueña in the title role, as well as his alter ego, Jaime Reyes. In the film recent college grad Reyes ret…",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
Blue Beetle,2023-11-13T08:41:15Z,Blue Beetle Streaming Release Date: When Is It Coming Out on HBO Max?,"The Blue Beetle HBO Max release date is right around the corner, and viewers are wondering when they can start streaming the movie. Blue Beetle is a superhero movie that is based on the DC character of the same name. Cobra Kai star Xolo Mariduena plays the ro…",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
Blue Beetle,2023-11-10T15:04:59Z,Blue Beetle Max Release Date Set for DC Studios Movie,"Following its underwhelming box office performance, DC Studios’ Blue Beetle movie will soon finally make its way to Max. Warner Bros. Pictures has officially announced the Blue Beetle Max release date for the Xolo Maridueña-led superhero movie. It is schedule…",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
Blue Beetle,2023-11-15T04:40:05Z,Xolo Maridueña Calls ‘Blue Beetle’ “Sacred” In First Comments Since DC Film’s Release,Xolo Maridueña received the opportunity of a lifetime when he was cast as the titled character for the DC Studios film Blue Beetle. The film premiered during the Hollywood strikes which left the actors unable to promote the film or share any thoughts on react…,Review,,Review,Review,,,,,,,,,,,,,,
Blue Beetle,2023-10-27T16:11:32Z,Ángel Manuel Soto on Bringing an Authentic Mexican Hero to Life in BLUE BEETLE,"Blue Beetle director Ángel Manuel Soto tells us about reinventing Jaime Reyes for the big screen, ahead of the film's Blu-ray release. 
The post Ángel Manuel Soto on Bringing an Authentic Mexican Hero to Life in BLUE BEETLE appeared first on Nerdist.",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
Blue Beetle,2023-10-31T16:00:49Z,How ‘Blue Beetle’ Turned A Box Office Battle Into A Big Win,Director Ángel Manuel Soto breaks down the underdog story of the DC Studios film as well as spin-offs and sequels.,Economic Aspects,,Economic Aspects,Economic Aspects,,,,,,,,,,,,,,
Blue Beetle,2023-10-28T22:17:07Z,Blue Beetle Director Ángel Manuel Soto Discusses Sequel Ideas,"Even though DC's Blue Beetle wasn't a huge box office hit with audiences, the film became a critical moment in the superhero genre after creating a big-budget flick that offered audiences overdue on-screen Latino representation – with a titular hero and authe…",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
Blue Beetle,2023-11-20T20:02:08Z,Blue Beetle Star Shares His Hopes for a Potential Sequel,"Due to its complicated window of release, DC's recent film Blue Beetle was definitely impacted by the effects of the recent strike (including no promotional opportunities for its cast), which unfortunately caused the film to struggle to recoup its budget at t…",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
Blue Beetle,2023-11-13T22:13:28Z,"Roses are red, beetles are blue: 'Blue Beetle' hits streaming on Max this Friday","Directed by Ángel Manuel Soto, ""Blue Beetle"" tells the story of Jaime Reyes, a recent college graduate who is chosen by an alien biotech relic to give him superpowers.",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
Blue Beetle,2023-10-26T18:00:14Z,Blue Beetle 2 Plans Reveal A Way More Terrifying Villain For The DCU Reboot's First Hero,"Blue Beetle's director reveals his game-changing plans for the hero's possible DCU sequel, and they include Jaime Reyes rising to a new level.",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
Blue Beetle,2023-11-05T19:27:07Z,Blue Beetle #3 Preview: When Your Ex is Your Only Hope,"Just when you thought things couldn't get any more pitiful in superhero land, here comes our modern-day version of Romeo, coupled with a mystical rune investigation. Blue Beetle #3 has decided to arrive on our helpless shelves this Tuesday, November 7th. Afte…",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
Blue Beetle,2023-11-11T00:00:29Z,"TVLine Items: Blue Beetle Sets Max Date, Selling Sunset Reunion Trailer and More","Blue Beetle is blasting its way over to Max: The DC Comics superhero movie will be available to stream next Friday, Nov. 17, the streamer has announced. Cobra Kai‘s Xolo Maridueña stars as the titular superhero, aka college grad Jaime Reyes, who’s searching f…",Comparison,,Comparison,Comparison,,,,,,,,,,,,,,
Blue Beetle,2023-10-24T10:24:19Z,BLUE BEETLE Director Details Scrapped Ted Kord Cameo And Addresses Jaime Reyes' DCU Future,Blue Beetle director Angel Manuel Soto has shared new details about Ted Kord's scrapped cameo role in the movie and weighs in on Jaime Reyes being part of DC Studios' upcoming DCU reboot. Check it out!,Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
Blue Beetle,2023-10-25T09:11:52Z,SHAZAM! FURY OF THE GODS And BLUE BEETLE Have Been Outgrossed By PAW PATROL: THE MIGHTY MOVIE,"Taylor Swift: The Eras Tour recently beat every 2023 DCEU movie at the U.S. box office, but PAW Patrol: The Mighty Movie has now managed to top both Shazam! Fury of the Gods and Blue Beetle globally...",Comparison,,Comparison,Comparison,,,,,,,,,,,,,,
